,TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
443,3287411,YuGiOh,2016 Mega-Tins Mega Pack,Aroma Garden,0,MP16-EN086,Common,Near Mint Unlimited,1.4,0.0,2.18,1.19,3,0,1.9900000000000002,0
444,3198634,YuGiOh,2016 Mega-Tins Mega Pack,Aroma Garden,0,MP16-EN086,Common,Near Mint 1st Edition,1.32,0.0,2.12,1.13,1,0,1.74,0
445,3287416,YuGiOh,2016 Mega-Tins Mega Pack,Aroma Jar,0,MP16-EN071,Common,Near Mint Unlimited,0.99,0.0,1.85,0.86,3,0,1.49,0
446,3198559,YuGiOh,2016 Mega-Tins Mega Pack,Aroma Jar,0,MP16-EN071,Common,Near Mint 1st Edition,0.74,0.0,1.59,0.6,8,0,1.24,0
447,3287422,YuGiOh,2016 Mega-Tins Mega Pack,Aromage Cananga,0,MP16-EN070,Common,Near Mint Unlimited,0.71,0.0,1.47,0.48,4,0,1.24,0
448,3198554,YuGiOh,2016 Mega-Tins Mega Pack,Aromage Cananga,0,MP16-EN070,Common,Near Mint 1st Edition,0.54,0.0,1.39,0.4,5,0,1.24,0
472,3198414,YuGiOh,2016 Mega-Tins Mega Pack,Cybernetic Fusion Support,0,MP16-EN042,Common,Near Mint 1st Edition,0.27,0.0,1.18,0.19,7,0,0.99,0
473,3198769,YuGiOh,2016 Mega-Tins Mega Pack,D/D Berfomet,0,MP16-EN113,Rare,Near Mint 1st Edition,2.82,3.05,1.64,0.65,1,0,2.49,0
478,3287579,YuGiOh,2016 Mega-Tins Mega Pack,D/D/D Oracle King d'Arc,0,MP16-EN077,Rare,Near Mint Unlimited,1.31,0.0,1.68,0.69,1,0,1.49,0
479,3198589,YuGiOh,2016 Mega-Tins Mega Pack,D/D/D Oracle King d'Arc,0,MP16-EN077,Rare,Near Mint 1st Edition,1.42,4.13,1.95,0.96,3,0,4.74,0
482,3287589,YuGiOh,2016 Mega-Tins Mega Pack,D/D/D Wave Oblivion King Caesar Ragnarok,0,MP16-EN138,Super Rare,Near Mint Unlimited,1.22,0.0,1.97,0.98,1,0,1.74,0
489,3198774,YuGiOh,2016 Mega-Tins Mega Pack,D/D Swirl Slime,0,MP16-EN114,Common,Near Mint 1st Edition,0.51,0.0,1.41,0.42,2,0,1.24,0
490,3287599,YuGiOh,2016 Mega-Tins Mega Pack,Dark Contract with the Gate,0,MP16-EN168,Common,Near Mint Unlimited,0.0,0.0,1.59,0.6,2,0,1.24,0
491,3199044,YuGiOh,2016 Mega-Tins Mega Pack,Dark Contract with the Gate,0,MP16-EN168,Common,Near Mint 1st Edition,0.97,0.0,1.48,0.49,1,0,1.99,0
492,3287634,YuGiOh,2016 Mega-Tins Mega Pack,Deskbot 004,0,MP16-EN017,Common,Near Mint Unlimited,0.71,0.0,1.49,0.5,3,0,1.24,0
493,3198289,YuGiOh,2016 Mega-Tins Mega Pack,Deskbot 004,0,MP16-EN017,Common,Near Mint 1st Edition,0.6,0.0,1.5,0.51,7,0,1.24,0
494,3199279,YuGiOh,2016 Mega-Tins Mega Pack,Destruction Swordsman Fusion,0,MP16-EN215,Common,Near Mint 1st Edition,0.56,0.0,1.38,0.39,1,0,1.24,0
500,3288689,YuGiOh,2016 Mega-Tins Mega Pack,Dragon Buster Destruction Sword,0,MP16-EN190,Common,Near Mint Unlimited,0.0,0.0,1.92,0.93,1,0,1.74,0
507,3198679,YuGiOh,2016 Mega-Tins Mega Pack,Extra Buck,0,MP16-EN095,Rare,Near Mint 1st Edition,0.12,0.0,1.07,0.08,4,0,0.74,0
509,3198379,YuGiOh,2016 Mega-Tins Mega Pack,Fiend Griefing,0,MP16-EN035,Common,Near Mint 1st Edition,0.54,0.0,1.49,0.5,22,0,1.99,0
512,3287794,YuGiOh,2016 Mega-Tins Mega Pack,Fluffal Sheep,0,MP16-EN010,Common,Near Mint Unlimited,0.0,0.0,1.98,0.99,3,0,1.74,0
513,3198254,YuGiOh,2016 Mega-Tins Mega Pack,Fluffal Sheep,0,MP16-EN010,Common,Near Mint 1st Edition,0.97,0.0,1.54,0.55,1,0,1.24,0
514,3287804,YuGiOh,2016 Mega-Tins Mega Pack,Forbidden Apocrypha,0,MP16-EN230,Common,Near Mint Unlimited,0.0,0.0,1.04,0.05,2,0,0.74,0
515,3199354,YuGiOh,2016 Mega-Tins Mega Pack,Forbidden Apocrypha,0,MP16-EN230,Common,Near Mint 1st Edition,0.21,0.0,1.07,0.08,23,0,0.74,0
516,3287809,YuGiOh,2016 Mega-Tins Mega Pack,Frightfur Chimera,0,MP16-EN021,Rare,Near Mint Unlimited,0.0,0.0,1.24,0.25,1,0,0.99,0
517,3198309,YuGiOh,2016 Mega-Tins Mega Pack,Frightfur Chimera,0,MP16-EN021,Rare,Near Mint 1st Edition,0.41,0.0,1.26,0.27,2,0,0.99,0
518,3287819,YuGiOh,2016 Mega-Tins Mega Pack,Frightfur Fusion,0,MP16-EN026,Rare,Near Mint Unlimited,0.62,0.0,1.56,0.57,1,0,1.24,0
519,3198334,YuGiOh,2016 Mega-Tins Mega Pack,Frightfur Fusion,0,MP16-EN026,Rare,Near Mint 1st Edition,0.57,0.0,1.48,0.49,2,0,1.24,0
530,3287859,YuGiOh,2016 Mega-Tins Mega Pack,Grand Horn of Heaven,0,MP16-EN160,Common,Near Mint Unlimited,0.34,0.0,1.22,0.23,8,0,0.99,0
531,3199004,YuGiOh,2016 Mega-Tins Mega Pack,Grand Horn of Heaven,0,MP16-EN160,Common,Near Mint 1st Edition,0.0,0.0,1.18,0.19,42,0,0.99,0
532,3287874,YuGiOh,2016 Mega-Tins Mega Pack,Humid Winds,0,MP16-EN092,Common,Near Mint Unlimited,0.7,0.0,1.64,0.65,2,0,1.49,0
533,3198664,YuGiOh,2016 Mega-Tins Mega Pack,Humid Winds,0,MP16-EN092,Common,Near Mint 1st Edition,0.61,0.0,1.48,0.49,3,0,1.99,0
534,3198549,YuGiOh,2016 Mega-Tins Mega Pack,Igknight Gallant,0,MP16-EN069,Common,Near Mint 1st Edition,0.23,0.0,1.07,0.08,3,0,0.74,0
535,3198544,YuGiOh,2016 Mega-Tins Mega Pack,Igknight Margrave,0,MP16-EN068,Common,Near Mint 1st Edition,0.15,0.0,1.15,0.16,1,0,0.99,0
536,3287899,YuGiOh,2016 Mega-Tins Mega Pack,Igknight Reload,0,MP16-EN148,Ultra Rare,Near Mint Unlimited,0.53,0.0,1.08,0.09,1,0,0.74,0
537,3198944,YuGiOh,2016 Mega-Tins Mega Pack,Igknight Reload,0,MP16-EN148,Ultra Rare,Near Mint 1st Edition,0.37,0.0,1.24,0.25,21,0,0.99,0
548,3287954,YuGiOh,2016 Mega-Tins Mega Pack,Kyoutou Waterfront,0,MP16-EN100,Common,Near Mint Unlimited,0.0,0.0,1.47,0.48,6,0,1.24,0
549,3198704,YuGiOh,2016 Mega-Tins Mega Pack,Kyoutou Waterfront,0,MP16-EN100,Common,Near Mint 1st Edition,0.5,0.0,1.44,0.45,13,0,1.24,0
550,3287959,YuGiOh,2016 Mega-Tins Mega Pack,Lose 1 Turn,0,MP16-EN034,Ultra Rare,Near Mint Unlimited,0.56,0.0,1.29,0.3,1,0,0.99,0
551,3198374,YuGiOh,2016 Mega-Tins Mega Pack,Lose 1 Turn,0,MP16-EN034,Ultra Rare,Near Mint 1st Edition,0.55,0.0,1.19,0.2,1,0,0.99,0
553,3198569,YuGiOh,2016 Mega-Tins Mega Pack,Magical Abductor,0,MP16-EN073,Rare,Near Mint 1st Edition,0.69,0.0,1.4,0.41,2,0,1.24,0
554,3287974,YuGiOh,2016 Mega-Tins Mega Pack,Majespecter Cat - Nekomata,0,MP16-EN125,Super Rare,Near Mint Unlimited,0.17,0.0,1.06,0.07,2,0,0.74,0
555,3198829,YuGiOh,2016 Mega-Tins Mega Pack,Majespecter Cat - Nekomata,0,MP16-EN125,Super Rare,Near Mint 1st Edition,0.16,0.0,1.04,0.05,47,0,0.74,0
556,3287979,YuGiOh,2016 Mega-Tins Mega Pack,Majespecter Crow - Yata,0,MP16-EN127,Common,Near Mint Unlimited,0.34,0.0,1.13,0.14,2,0,0.99,0
558,3287984,YuGiOh,2016 Mega-Tins Mega Pack,Majespecter Fox - Kyubi,0,MP16-EN128,Common,Near Mint Unlimited,0.09,0.0,1.11,0.12,2,0,0.74,0
559,3198844,YuGiOh,2016 Mega-Tins Mega Pack,Majespecter Fox - Kyubi,0,MP16-EN128,Common,Near Mint 1st Edition,0.28,0.0,1.16,0.17,14,0,0.99,0
561,3198834,YuGiOh,2016 Mega-Tins Mega Pack,Majespecter Raccoon - Bunbuku,0,MP16-EN126,Ultra Rare,Near Mint 1st Edition,2.6,3.36,3.39,2.4,1,0,3.99,0
562,3288004,YuGiOh,2016 Mega-Tins Mega Pack,Majespecter Tempest,0,MP16-EN159,Common,Near Mint Unlimited,0.21,0.0,1.18,0.19,3,0,0.99,0
563,3198999,YuGiOh,2016 Mega-Tins Mega Pack,Majespecter Tempest,0,MP16-EN159,Common,Near Mint 1st Edition,0.27,0.0,1.21,0.22,21,0,0.99,0
565,3198994,YuGiOh,2016 Mega-Tins Mega Pack,Majespecter Tornado,0,MP16-EN158,Ultra Rare,Near Mint 1st Edition,0.22,0.0,1.09,0.1,18,0,0.74,0
568,3288019,YuGiOh,2016 Mega-Tins Mega Pack,Mistaken Accusation,0,MP16-EN222,Common,Near Mint Unlimited,0.0,0.0,1.09,0.1,1,0,0.74,0
584,3288069,YuGiOh,2016 Mega-Tins Mega Pack,Painful Escape,0,MP16-EN162,Secret Rare,Near Mint Unlimited,0.21,0.0,1.24,0.25,11,0,0.99,0
585,3199014,YuGiOh,2016 Mega-Tins Mega Pack,Painful Escape,0,MP16-EN162,Secret Rare,Near Mint 1st Edition,0.25,0.0,1.08,0.09,227,0,0.74,0
586,3199349,YuGiOh,2016 Mega-Tins Mega Pack,Pendulum Reborn,0,MP16-EN229,Rare,Near Mint 1st Edition,0.22,0.0,1.15,0.16,5,0,0.99,0
588,3198509,YuGiOh,2016 Mega-Tins Mega Pack,Performage Hat Tricker,0,MP16-EN061,Common,Near Mint 1st Edition,0.61,0.0,1.26,0.27,2,0,0.99,0
591,3198604,YuGiOh,2016 Mega-Tins Mega Pack,Performage Trapeze Magician,0,MP16-EN080,Rare,Near Mint 1st Edition,0.78,0.0,1.64,0.65,5,0,1.49,0
592,3288109,YuGiOh,2016 Mega-Tins Mega Pack,Performage Trick Clown,0,MP16-EN062,Common,Near Mint Unlimited,0.25,0.0,1.3,0.31,1,0,0.99,0
593,3198514,YuGiOh,2016 Mega-Tins Mega Pack,Performage Trick Clown,0,MP16-EN062,Common,Near Mint 1st Edition,0.22,0.0,1.2,0.21,18,0,0.99,0
595,3199079,YuGiOh,2016 Mega-Tins Mega Pack,Performapal Guitartle,0,MP16-EN175,Rare,Near Mint 1st Edition,0.38,0.0,1.33,0.34,6,0,0.99,0
599,3288179,YuGiOh,2016 Mega-Tins Mega Pack,Performapal Secondonkey,0,MP16-EN105,Rare,Near Mint Unlimited,0.13,0.0,1.12,0.13,1,0,0.74,0
600,3198729,YuGiOh,2016 Mega-Tins Mega Pack,Performapal Secondonkey,0,MP16-EN105,Rare,Near Mint 1st Edition,0.2,0.0,1.19,0.2,1,0,0.99,0
602,3288214,YuGiOh,2016 Mega-Tins Mega Pack,Pianissimo,0,MP16-EN081,Common,Near Mint Unlimited,0.0,0.0,1.08,0.09,4,0,0.74,0
603,3198609,YuGiOh,2016 Mega-Tins Mega Pack,Pianissimo,0,MP16-EN081,Common,Near Mint 1st Edition,0.49,0.0,1.11,0.12,9,0,0.74,0
607,3198279,YuGiOh,2016 Mega-Tins Mega Pack,Raidraptor - Mimicry Lanius,0,MP16-EN015,Common,Near Mint 1st Edition,0.56,0.0,1.48,0.49,1,0,1.24,0
609,3288304,YuGiOh,2016 Mega-Tins Mega Pack,"Retaliating ""C""",0,MP16-EN076,Common,Near Mint Unlimited,0.89,0.0,1.31,0.32,3,0,0.99,0
610,3198584,YuGiOh,2016 Mega-Tins Mega Pack,"Retaliating ""C""",0,MP16-EN076,Common,Near Mint 1st Edition,0.55,0.5,1.1,0.11,3,0,1.24,0
618,3288359,YuGiOh,2016 Mega-Tins Mega Pack,Shiranui Spiritmaster,0,MP16-EN201,Rare,Near Mint Unlimited,0.75,0.0,1.57,0.58,5,0,1.24,0
619,3199209,YuGiOh,2016 Mega-Tins Mega Pack,Shiranui Spiritmaster,0,MP16-EN201,Rare,Near Mint 1st Edition,0.41,0.0,1.32,0.33,13,0,0.99,0
620,3288364,YuGiOh,2016 Mega-Tins Mega Pack,Shiranui Style Swallow's Slash,0,MP16-EN228,Common,Near Mint Unlimited,0.8,0.0,1.66,0.67,6,0,1.49,0
621,3199344,YuGiOh,2016 Mega-Tins Mega Pack,Shiranui Style Swallow's Slash,0,MP16-EN228,Common,Near Mint 1st Edition,0.77,0.0,1.49,0.5,12,0,1.49,0
623,3288374,YuGiOh,2016 Mega-Tins Mega Pack,Shuffle Reborn,0,MP16-EN144,Common,Near Mint Unlimited,0.27,0.0,1.2,0.21,1,0,0.99,0
624,3198924,YuGiOh,2016 Mega-Tins Mega Pack,Shuffle Reborn,0,MP16-EN144,Common,Near Mint 1st Edition,0.3,0.0,1.14,0.15,5,0,0.99,0
628,3288419,YuGiOh,2016 Mega-Tins Mega Pack,Super Soldier Ritual,0,MP16-EN146,Rare,Near Mint Unlimited,1.5,0.0,1.84,0.85,2,0,1.49,0
629,3198934,YuGiOh,2016 Mega-Tins Mega Pack,Super Soldier Ritual,0,MP16-EN146,Rare,Near Mint 1st Edition,2.3,2.3,1.85,0.86,6,0,3.24,0
631,3198989,YuGiOh,2016 Mega-Tins Mega Pack,Super Soldier Shield,0,MP16-EN157,Ultra Rare,Near Mint 1st Edition,0.45,0.0,1.2,0.21,51,0,0.99,0
637,3198719,YuGiOh,2016 Mega-Tins Mega Pack,Tatsunoko,0,MP16-EN103,Secret Rare,Near Mint 1st Edition,0.62,0.0,1.29,0.3,43,0,0.99,0
642,3288524,YuGiOh,2016 Mega-Tins Mega Pack,Toon Buster Blader,0,MP16-EN205,Rare,Near Mint Unlimited,0.69,0.0,1.46,0.47,1,0,1.24,0
652,3199369,YuGiOh,2016 Mega-Tins Mega Pack,Ultimate Providence,0,MP16-EN233,Secret Rare,Near Mint 1st Edition,0.5,0.0,1.37,0.38,2,0,0.99,0
653,3199159,YuGiOh,2016 Mega-Tins Mega Pack,Wizard Buster Destruction Sword,0,MP16-EN191,Common,Near Mint 1st Edition,1.56,0.0,1.98,0.99,1,0,2.49,0
657,3198454,YuGiOh,2016 Mega-Tins Mega Pack,Xiangsheng Magician,0,MP16-EN050,Super Rare,Near Mint 1st Edition,0.55,0.0,1.34,0.35,6,0,0.99,0
660,3453187,YuGiOh,2017 Mega-Tins,Dreamland,0,CT14-EN006,Super Rare,Near Mint Limited,0.25,0.16,1.07,0.08,15,0,0.74,0
663,3453182,YuGiOh,2017 Mega-Tins,Number 71: Rebarian Shark,0,CT14-EN005,Super Rare,Near Mint Limited,0.3,0.25,1.04,0.05,1,0,0.74,0
665,3453217,YuGiOh,2017 Mega-Tins,Proxy Dragon,0,CT14-EN003,Ultra Rare,Near Mint Limited,0.18,0.18,1.0,0.01,120,0,0.74,0
667,3453197,YuGiOh,2017 Mega-Tins,Token: Kaiba (CT14-EN010),0,CT14-EN010,Ultra Rare,Near Mint Limited,0.56,0.65,1.3,0.3,5,0,0.99,0
668,3453192,YuGiOh,2017 Mega-Tins,Token: Yugi/Yami (CT14-EN007),0,CT14-EN007,Ultra Rare,Near Mint Limited,0.67,0.63,1.29,0.3,4,0,0.99,0
669,3454042,YuGiOh,2017 Mega-Tins Mega Pack,Blackwing - Gofu the Vague Shadow,0,MP17-EN068,Common,Near Mint 1st Edition,0.39,0.0,1.2,0.21,18,0,0.99,0
673,3454752,YuGiOh,2017 Mega-Tins Mega Pack,Crystron Rosenix,0,MP17-EN140,Common,Near Mint 1st Edition,0.73,0.0,1.41,0.22,2,0,1.24,0
675,3455722,YuGiOh,2017 Mega-Tins Mega Pack,Dark Contract with the Entities,0,MP17-EN239,Ultra Rare,Near Mint 1st Edition,0.21,0.2,1.09,0.1,28,0,0.74,0
683,3455507,YuGiOh,2017 Mega-Tins Mega Pack,Eater of Millions,0,MP17-EN196,Common,Near Mint 1st Edition,0.31,0.37,1.19,0.2,15,0,0.99,0
684,3455227,YuGiOh,2017 Mega-Tins Mega Pack,Fairy Tail - Sleeper,0,MP17-EN146,Common,Near Mint 1st Edition,0.09,0.09,1.02,0.03,1,0,0.74,0
690,3455297,YuGiOh,2017 Mega-Tins Mega Pack,Fullmetalfoes Fusion,0,MP17-EN154,Super Rare,Near Mint 1st Edition,0.22,0.15,1.09,0.1,65,0,0.74,0
697,3455627,YuGiOh,2017 Mega-Tins Mega Pack,Lost Wind,0,MP17-EN220,Rare,Near Mint 1st Edition,0.61,0.0,1.47,0.48,3,0,1.24,0
702,3454127,YuGiOh,2017 Mega-Tins Mega Pack,Magician's Robe,0,MP17-EN073,Common,Near Mint 1st Edition,0.39,0.0,1.18,0.19,3,0,1.24,0
704,3455362,YuGiOh,2017 Mega-Tins Mega Pack,Mare Mare,0,MP17-EN167,Common,Near Mint 1st Edition,0.31,0.0,1.23,0.24,11,0,0.99,0
707,3454572,YuGiOh,2017 Mega-Tins Mega Pack,Metalfoes Combination,0,MP17-EN112,Super Rare,Near Mint 1st Edition,0.18,0.22,1.08,0.09,20,0,0.74,0
710,3454152,YuGiOh,2017 Mega-Tins Mega Pack,Metalfoes Goldriver,0,MP17-EN078,Rare,Near Mint 1st Edition,0.31,0.0,1.09,0.1,1,0,0.74,0
711,3455237,YuGiOh,2017 Mega-Tins Mega Pack,Metalfoes Mithrilium,0,MP17-EN148,Ultra Rare,Near Mint 1st Edition,0.13,0.13,1.06,0.07,45,0,0.74,0
712,3454327,YuGiOh,2017 Mega-Tins Mega Pack,Metalfoes Orichalc,0,MP17-EN093,Common,Near Mint 1st Edition,0.14,0.13,1.04,0.05,13,0,0.74,0
713,3454147,YuGiOh,2017 Mega-Tins Mega Pack,Metalfoes Silverd,0,MP17-EN077,Common,Near Mint 1st Edition,0.0,0.0,1.03,0.04,18,0,0.74,0
714,3454142,YuGiOh,2017 Mega-Tins Mega Pack,Metalfoes Steelen,0,MP17-EN076,Common,Near Mint 1st Edition,0.17,0.0,1.09,0.1,26,0,0.74,0
715,3454247,YuGiOh,2017 Mega-Tins Mega Pack,Metalfoes Volflame,0,MP17-EN079,Rare,Near Mint 1st Edition,0.29,0.35,1.21,0.22,2,0,0.99,0
716,3455492,YuGiOh,2017 Mega-Tins Mega Pack,Miscellaneousaurus,0,MP17-EN193,Common,Near Mint 1st Edition,0.46,0.5,1.24,0.25,13,0,0.99,0
718,3454682,YuGiOh,2017 Mega-Tins Mega Pack,Paleozoic Anomalocaris,0,MP17-EN126,Super Rare,Near Mint 1st Edition,0.86,0.97,1.35,0.35,2,0,0.99,0
724,3455387,YuGiOh,2017 Mega-Tins Mega Pack,Paleozoic Opabinia,0,MP17-EN172,Super Rare,Near Mint 1st Edition,0.66,0.77,1.17,0.18,1,0,0.99,0
727,3453867,YuGiOh,2017 Mega-Tins Mega Pack,Priestess with Eyes of Blue,0,MP17-EN055,Super Rare,Near Mint 1st Edition,0.31,0.33,1.14,0.15,3,0,0.99,0
730,3455207,YuGiOh,2017 Mega-Tins Mega Pack,Raremetalfoes Bismugear,0,MP17-EN142,Common,Near Mint 1st Edition,0.17,0.2,1.09,0.1,3,0,0.74,0
731,3454647,YuGiOh,2017 Mega-Tins Mega Pack,Revolving Switchyard,0,MP17-EN119,Common,Near Mint 1st Edition,1.25,0.0,1.74,0.75,1,0,1.99,0
734,3454262,YuGiOh,2017 Mega-Tins Mega Pack,Shiranui Solitaire,0,MP17-EN082,Ultra Rare,Near Mint 1st Edition,0.61,2.97,1.28,0.29,3,0,1.99,0
744,3455257,YuGiOh,2017 Mega-Tins Mega Pack,The Phantom Knights' Rank-Up-Magic Launch,0,MP17-EN152,Super Rare,Near Mint 1st Edition,0.54,0.5,1.17,0.18,3,0,0.99,0
754,3455557,YuGiOh,2017 Mega-Tins Mega Pack,Zoodiac Broadbull,0,MP17-EN206,Secret Rare,Near Mint 1st Edition,0.67,0.69,1.46,0.47,1,0,1.24,0
755,3455437,YuGiOh,2017 Mega-Tins Mega Pack,Zoodiac Bunnyblast,0,MP17-EN182,Common,Near Mint 1st Edition,0.55,0.0,1.21,0.22,5,0,0.99,0
756,3455642,YuGiOh,2017 Mega-Tins Mega Pack,Zoodiac Combo,0,MP17-EN223,Common,Near Mint 1st Edition,0.42,0.0,1.23,0.24,5,0,0.99,0
758,3455452,YuGiOh,2017 Mega-Tins Mega Pack,Zoodiac Ramram,0,MP17-EN185,Common,Near Mint 1st Edition,0.48,0.49,1.29,0.3,15,0,0.99,0
759,3455432,YuGiOh,2017 Mega-Tins Mega Pack,Zoodiac Ratpier,0,MP17-EN181,Super Rare,Near Mint 1st Edition,0.44,0.45,1.29,0.3,3,0,0.99,0
761,3455562,YuGiOh,2017 Mega-Tins Mega Pack,Zoodiac Tigermortar,0,MP17-EN207,Ultra Rare,Near Mint 1st Edition,1.41,2.98,1.68,0.69,1,0,3.99,0
762,3455442,YuGiOh,2017 Mega-Tins Mega Pack,Zoodiac Whiptail,0,MP17-EN183,Super Rare,Near Mint 1st Edition,0.48,0.6,1.24,0.25,4,0,1.24,0
765,3841320,YuGiOh,2018 Mega-Tins,Junk Connector,0,CT15-EN010,Ultra Rare,Near Mint Limited,0.18,0.16,1.05,0.06,1,0,0.74,0
770,3842967,YuGiOh,2018 Mega-Tins Mega Pack,Altergeist Kunquery,0,MP18-EN116,Common,Near Mint 1st Edition,0.09,0.08,1.07,0.08,23,0,0.74,0
771,3842462,YuGiOh,2018 Mega-Tins Mega Pack,Altergeist Manifestation,0,MP18-EN216,Super Rare,Near Mint 1st Edition,0.42,0.41,1.14,0.15,63,0,0.99,0
776,3842432,YuGiOh,2018 Mega-Tins Mega Pack,Altergeist Silquitous,0,MP18-EN114,Super Rare,Near Mint 1st Edition,0.32,0.27,1.19,0.2,21,0,0.99,0
778,3842347,YuGiOh,2018 Mega-Tins Mega Pack,Arrivalrivals,0,MP18-EN142,Ultra Rare,Near Mint 1st Edition,0.23,0.22,1.15,0.16,63,0,0.99,0
782,3842352,YuGiOh,2018 Mega-Tins Mega Pack,Broken Line,0,MP18-EN156,Ultra Rare,Near Mint 1st Edition,0.48,0.2,1.18,0.19,1,0,0.99,0
793,3842217,YuGiOh,2018 Mega-Tins Mega Pack,Fuse Line,0,MP18-EN155,Secret Rare,Near Mint 1st Edition,0.23,0.2,1.04,0.05,24,0,0.74,0
795,3842412,YuGiOh,2018 Mega-Tins Mega Pack,Gouki Re-Match,0,MP18-EN070,Super Rare,Near Mint 1st Edition,0.35,0.25,1.19,0.2,3,0,0.99,0
797,3842477,YuGiOh,2018 Mega-Tins Mega Pack,Gouki Suprex,0,MP18-EN039,Rare,Near Mint 1st Edition,0.97,0.26,1.18,0.19,5,0,1.24,0
798,3842337,YuGiOh,2018 Mega-Tins Mega Pack,Gouki Thunder Ogre,0,MP18-EN133,Ultra Rare,Near Mint 1st Edition,0.37,0.47,1.19,0.2,5,0,0.99,0
799,3842387,YuGiOh,2018 Mega-Tins Mega Pack,Gouki Twistcobra,0,MP18-EN038,Super Rare,Near Mint 1st Edition,0.34,0.4,1.09,0.1,9,0,0.74,0
800,3842422,YuGiOh,2018 Mega-Tins Mega Pack,Heavy Storm Duster,0,MP18-EN086,Super Rare,Near Mint 1st Edition,0.77,1.71,1.24,0.25,13,0,0.99,0
803,3842407,YuGiOh,2018 Mega-Tins Mega Pack,Ib the World Chalice Priestess,0,MP18-EN067,Super Rare,Near Mint 1st Edition,0.27,0.25,1.09,0.1,17,0,0.74,0
807,3842297,YuGiOh,2018 Mega-Tins Mega Pack,Lee the World Chalice Fairy,0,MP18-EN048,Ultra Rare,Near Mint 1st Edition,0.32,0.26,1.16,0.17,46,0,0.99,0
809,3843087,YuGiOh,2018 Mega-Tins Mega Pack,Lunalight Kaleido Chick,0,MP18-EN164,Common,Near Mint 1st Edition,0.2,0.2,1.09,0.1,5,0,0.74,0
810,3842317,YuGiOh,2018 Mega-Tins Mega Pack,Magnarokket Dragon,0,MP18-EN112,Ultra Rare,Near Mint 1st Edition,0.42,0.0,1.19,0.2,1,0,0.99,0
812,3842272,YuGiOh,2018 Mega-Tins Mega Pack,"Mariamne, the True Dracophoenix",0,MP18-EN005,Ultra Rare,Near Mint 1st Edition,0.34,0.26,1.09,0.1,63,0,0.74,0
815,3842232,YuGiOh,2018 Mega-Tins Mega Pack,Mekk-Knight Purple Nightfall,0,MP18-EN183,Secret Rare,Near Mint 1st Edition,2.95,2.9,1.98,0.99,3,0,2.74,0
816,3842607,YuGiOh,2018 Mega-Tins Mega Pack,Mekk-Knight Red Moon,0,MP18-EN181,Rare,Near Mint 1st Edition,0.71,0.67,1.58,0.59,9,0,1.24,0
824,3842797,YuGiOh,2018 Mega-Tins Mega Pack,Orbital Hydralander,0,MP18-EN059,Common,Near Mint 1st Edition,0.23,0.0,1.08,0.09,8,0,0.74,0
825,3842207,YuGiOh,2018 Mega-Tins Mega Pack,Overdone Burial,0,MP18-EN143,Secret Rare,Near Mint 1st Edition,0.54,0.5,1.19,0.2,1,0,0.99,0
826,3842447,YuGiOh,2018 Mega-Tins Mega Pack,Overtex Qoatlus,0,MP18-EN194,Super Rare,Near Mint 1st Edition,0.79,0.78,1.34,0.35,1,0,0.99,0
834,3842492,YuGiOh,2018 Mega-Tins Mega Pack,"Ryko, Twilightsworn Fighter",0,MP18-EN053,Rare,Near Mint 1st Edition,0.56,0.0,1.24,0.25,2,0,0.99,0
835,3842282,YuGiOh,2018 Mega-Tins Mega Pack,Salvagent Driver,0,MP18-EN034,Ultra Rare,Near Mint 1st Edition,0.23,0.0,1.09,0.1,4,0,0.74,0
838,3842692,YuGiOh,2018 Mega-Tins Mega Pack,Set Rotation,0,MP18-EN019,Common,Near Mint 1st Edition,0.27,0.26,1.17,0.18,49,0,0.99,0
839,3842312,YuGiOh,2018 Mega-Tins Mega Pack,Spellbook of Knowledge,0,MP18-EN076,Ultra Rare,Near Mint 1st Edition,0.76,0.0,1.54,0.55,1,0,1.99,0
840,3842197,YuGiOh,2018 Mega-Tins Mega Pack,Squib Draw,0,MP18-EN138,Secret Rare,Near Mint 1st Edition,0.21,0.22,1.07,0.08,44,0,0.74,0
844,3842787,YuGiOh,2018 Mega-Tins Mega Pack,Treasure Panda,0,MP18-EN056,Common,Near Mint 1st Edition,0.1,0.09,1.04,0.05,17,0,0.74,0
851,3842712,YuGiOh,2018 Mega-Tins Mega Pack,True Draco Apocalypse,0,MP18-EN023,Common,Near Mint 1st Edition,0.51,0.25,1.24,0.25,4,0,0.99,0
854,3843187,YuGiOh,2018 Mega-Tins Mega Pack,Underclock Taker,0,MP18-EN196,Common,Near Mint 1st Edition,0.16,0.25,1.05,0.06,2,0,0.74,0
857,3842372,YuGiOh,2018 Mega-Tins Mega Pack,Waterfall of Dragon Souls,0,MP18-EN024,Super Rare,Near Mint 1st Edition,0.53,0.5,1.18,0.19,1,0,0.99,0
867,4165139,YuGiOh,2019 Gold Sarcophagus Tin,Monster Reborn,0,TN19-EN011,Prismatic Secret Rare,Near Mint Limited,2.11,3.97,1.98,0.99,4,0,2.49,0
